Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,Market Cap(Cr),Enterprise Value(Cr)
Alpine Housing Development Corporation Ltd.,526519,ALPINEHOU,INE840D01015,Construction,Real Estate,2022-06-16,60.7,-6.97,15.3,70.6,107.83,150.89
Alps Industries Ltd.,530715,ALPSINDUS,INE093B01015,Textiles,Misc.Textiles,2022-06-16,3.65,-3.95,1.85,5.84,14.86,784.75
Alps Motor Finance Ltd.,538423,,INE729P01022,Financial,Misc. Fin.services,2022-06-13,0.59,3.51,0.27,0.7,5.99,37.3
Alufluoride Ltd.,524634,,INE058F01019,Chemicals,Inorganic Chem.,2022-06-16,219.2,-4.49,197.3,415.05,173.61,195.07
Amalgamated Electricity Company Ltd.,501622,,INE492N01022,Financial,Misc. Fin.services,2022-06-10,59.65,-4.94,12.26,76.8,16.56,16.56
Amal Ltd.,506597,,INE841D01013,Chemicals,Dyes & Pigments,2022-06-16,309,-2.26,290.25,486.3,292.18,283.96
Amani Trading & Exports Ltd.,512008,,INE886D01018,Services,Trading,2022-05-16,140.55,4.97,55,140.55,9.83,9.82
Amara Raja Batteries Ltd.,500008,AMARAJABAT,INE885A01032,Capital Goods,Storage Batteries,2022-06-16,462.95,-3.41,460.9,781.6,"7,946.20","7,772.81"
Amarjothi Spinning Mills Ltd.,521097,AMARJOTHI,INE484D01012,Textiles,Cotton & Blended Yarn,2022-06-16,159,-2.63,130.05,224.9,107.66,187.89
Amarnath Securities Ltd.,538465,,INE745P01010,Financial,Misc. Fin.services,2022-06-16,23.7,-4.82,13.96,32.5,7.11,7.77
Amba Enterprises Ltd.,539196,,INE829P01020,Capital Goods,Electronic Equipment,2022-06-16,86.85,-3.12,14.32,101.65,109.7,109.34
Ambalal Sarabhai Enterprises Ltd.,500009,AMBASARABH,INE432A01017,Healthcare,Drugs & Pharma,2022-06-16,30.35,-4.86,27.4,47,237.56,241.82
Ambani Organics Ltd.,,AMBANIORG,INE00C501018,Chemicals,Organic Chemicals,2022-05-11,105.45,-5,,,67.83,98.62
Ambar Protein Industries Ltd.,519471,,INE072V01017,Consumer Staples,Vegetable oils,2022-06-14,41.5,4.93,7.35,41.5,23.86,49.58
Ambassador Intra Holdings Ltd.,542524,,INE342U01016,Financial,Misc. Fin.services,2022-05-23,32.95,4.94,17.54,34.35,6.89,7.08
Amber Enterprises India Ltd.,540902,AMBER,INE371P01015,Consumer Discretionary,ACs & Refrigerators,2022-06-16,"2,109.05",-4.02,"2,100.00","4,025.95","7,126.73","7,447.41"
Ambica Agarbathies & Aroma Industries Ltd.,532335,AMBICAAGAR,INE792B01012,Consumer Staples,Misc. Manuf.Articles,2022-06-16,22.5,-3.43,14.55,44.4,38.56,105.76
Ambika Cotton Mills Ltd.,531978,AMBIKCO,INE540G01014,Textiles,Cotton & Blended Yarn,2022-06-16,"1,389.30",-0.57,"1,132.00","2,830.00",787.99,798.44
Ambition Mica Ltd.,539223,,INE563S01011,Metals & Mining,Structurals,2022-06-16,5.94,-4.19,3.55,10.06,8.88,36.72
Ambuja Cements Ltd.,500425,AMBUJACEM,INE079A01024,Materials,Cement,2022-06-16,359.4,-0.7,274,442.95,"71,413.73","60,213.15"
Amco India Ltd.,530133,,INE924B01011,Metals & Mining,Aluminium Prod.,2022-06-16,65.9,2.49,37.4,103.4,26.2,40.89
AMD Industries Ltd.,532828,AMDIND,INE005I01014,Materials,Packaging & Containers,2022-06-16,44.7,-5.89,21.2,67.6,86.25,138.73
A&M Febcon Ltd.,540697,,INE319X01018,Capital Goods,Industrial Machinery,2022-06-13,1.13,-4.24,1.13,2.36,1.45,8.52
Amforge Industries Ltd.,513117,AMFORGEIND,INE991A01020,Automobile,Auto Ancillaries,2022-06-16,7.04,-6.63,2.85,10.93,10.13,12.35
Amines & Plasticizers Ltd.,506248,,INE275D01022,Chemicals,Organic Chemicals,2022-06-16,85.7,-1.61,80.2,176,475.65,504.56
Amin Tannery Ltd.,541771,,INE572Z01017,Consumer Discretionary,Leather Products,2022-06-16,2.29,-4.98,1.46,6.25,23.86,53.6
AMI Organics Ltd.,543349,AMIORG,INE00FF01017,Healthcare,Drugs & Pharma,2022-06-16,879.8,-0.93,766.1,"1,438.50","3,170.02","3,360.63"
Amit International Ltd.,531300,,INE053D01015,Textiles,Misc.Textiles,2022-06-16,5.89,-4.85,2.75,11.85,11.16,11.44
Amit Securities Ltd.,531557,,INE137E01014,Financial,Hire Purchase,2021-07-05,4,0.74,1.39,4,2.84,0.82
AMJ Land Holdings Ltd.,500343,AMJLAND,INE606A01024,Consumer Staples,Paper,2022-06-16,25.95,0,23.2,42.7,105.78,103.35
A & M Jumbo Bags Ltd.,,AMJUMBO,INE749Y01014,Chemicals,Plastic Resins,2022-05-24,6.35,-4.51,,,6.67,13.04
Amradeep Industries Ltd.,531681,,INE673C01020,Materials,Plastic Sheets,2022-06-16,1.05,-4.55,0.88,2.73,6.94,7.25
Amrapali Capital & Finance Services Ltd.,536737,,INE218P01018,Financial,Misc. Fin.services,2022-02-14,13.11,9.98,6.85,13.11,12.82,-40.91
Amrapali Fincap Ltd.,539265,,INE990S01016,Financial,Misc. Fin.services,2021-12-30,10.1,-9.42,10.1,21.6,13.57,-33.45
Amrapali Industries Ltd.,526241,,INE762C01021,Services,Trading,2022-06-16,16.3,-0.61,4.88,29.85,82.77,95.48
Amraworld Agrico Ltd.,531991,,INE735C01027,Services,Trading,2022-06-16,1.14,-2.56,0.37,3.58,13.71,14.02
Amrit Corp. Ltd.,507525,,INE866E01026,Consumer Staples,Dairy products,2022-05-26,937.95,1.95,700,"1,132.80",284.97,235.24
Amrutanjan Health Care Ltd.,590006,AMRUTANJAN,INE098F01031,Healthcare,Drugs & Pharma,2022-06-16,800.55,-2.47,652.55,"1,025.55","2,347.95","2,249.43"
AMS Polymers Ltd.,540066,,INE345U01019,Automobile,Auto Ancillaries,2022-01-24,24.55,4.91,22.3,24.55,8.11,11.21
Anand Projects Ltd.,501630,,INE134R01013,Capital Goods,Electronic Equipment,2022-03-03,19.2,,19.2,19.2,1.79,-561
Anand Rathi Wealth Ltd.,543415,ANANDRATHI,INE463V01026,Financial,Misc. Fin.services,2022-06-16,625.9,-2.88,542.05,721.35,"2,610.17","2,646.03"
Anand Rayons Ltd.,542721,,INE02GA01012,Textiles,Synthetic Yarn,2022-06-16,57.8,4.81,30.6,307,82.34,118.62
Anant Raj Ltd.,515055,ANANTRAJ,INE242C01024,Construction,Real Estate,2022-06-16,48.25,-4.74,46.65,86,"1,434.17","3,132.03"
Andhra Cements Ltd.,532141,ANDHRACEMT,INE666E01012,Materials,Cement,2022-06-13,8.8,-4.86,7.7,37.5,256.54,"1,219.00"
Andhra Paper Ltd.,502330,ANDHRAPAP,INE435A01028,Consumer Staples,Paper,2022-06-16,299.7,-4.36,205.15,375.25,"1,190.12","1,079.65"
Andhra Petrochemicals Ltd.,500012,ANDHRAPET,INE714B01016,Chemicals,Organic Chemicals,2022-06-16,81,-2.99,80.55,197.4,689.54,556.12
Andhra Sugars Ltd.,590062,ANDHRSUGAR,INE715B01021,Chemicals,Misc.Chem.,2022-06-16,121.05,-5.02,83.59,177.6,"1,649.47","1,688.83"
Andrew Yule & Company Ltd.,526173,ANDREWYU,INE449C01025,Consumer Staples,Tea & Coffee,2022-06-16,20.45,-4.22,19.35,33,992.57,"1,043.46"
Aneri Fincap Ltd.,531252,,INE720D01019,Financial,Equipment Leasing,2022-06-14,4.75,0,2.85,7.98,1.43,314.86
Angel Fibers Ltd.,541006,,INE339Z01011,Textiles,Cotton & Blended Yarn,2022-06-09,25.75,-0.39,12.23,34.65,64.38,136.54
Angel One Ltd.,543235,ANGELONE,INE732I01013,Financial,Brokerage Services,2022-06-16,"1,222.20",-3.46,765.75,"2,022.00","10,192.96","6,878.98"
ANG Lifesciences India Ltd.,540694,,INE236W01016,Healthcare,Drugs & Pharma,2022-06-16,229.15,-5,53.05,800.45,237.55,289.34
ANI Integrated Services Ltd.,,AISL,INE635Y01015,Capital Goods,Electrical Machinery,2022-06-16,48.4,0.94,,,46.89,50.65
Anik Industries Ltd.,519383,ANIKINDS,INE087B01017,Services,Trading,2022-06-16,28.6,-7.29,16.35,39.45,80.49,158.27
Anjani Dham Industries Ltd.,521131,,INE363D01018,Textiles,Cloth,2022-06-16,12,-8.4,6.5,26,12.45,76.17
Anjani Finance Ltd.,531878,,INE283D01018,Financial,Hire Purchase,2022-06-16,4.81,-9.25,4.13,9.43,5.17,7.56
Anjani Foods Ltd.,511153,,INE096I01013,Consumer Staples,Food Processing,2022-06-16,84.5,-4.95,84.1,334.5,47.23,55.61
Anjani Portland Cement Ltd.,518091,APCL,INE071F01012,Materials,Cement,2022-06-16,215.35,-2.84,206,531.95,550.22,379.05
Anjani Synthetics Ltd.,531223,,INE364D01032,Textiles,Cloth,2022-06-16,27.9,-5.1,21.05,45.4,39.46,108.17
Anka India Ltd.,531673,,INE067C01025,Consumer Discretionary,Footwear,2022-06-15,12.45,-4.96,8.8,20.45,7.79,7.82
Ankit Metal & Power Ltd.,532870,ANKITMETAL,INE106I01010,Metals & Mining,Steel Wires,2022-06-16,7.1,-4.7,1.6,21.9,99.77,"1,274.09"
Anmol India Ltd.,542437,ANMOL,INE02AR01019,Services,Trading,2022-06-16,161.5,-5.39,135,253,182.87,184.24
Anna Infrastructures Ltd.,530799,,INE336D01014,Financial,Equipment Leasing,2022-06-07,6.64,0,6.64,15.93,2.52,2.45
Ansal Buildwell Ltd.,523007,,INE030C01015,Construction,Real Estate,2022-06-16,82,-3.53,46.5,144.75,62.73,98.5
Ansal Housing Ltd.,507828,ANSALHSG,INE880B01015,Construction,Real Estate,2022-06-16,7.95,10.42,5.9,13.95,45.73,621.09
Ansal Properties & Infrastructure Ltd.,500013,ANSALAPI,INE436A01026,Construction,Real Estate,2022-06-16,13.7,1.48,7.6,22.37,221.15,"1,032.06"
Anshuni Commercials Ltd.,512091,,INE425H01016,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-03-31,4.18,3.96,4.18,4.18,0.1,-1.93
ANS Industries Ltd.,531406,,INE234J01018,Consumer Staples,Food Processing,2022-06-16,9.6,0,6.04,13.63,8.89,15.33
Antarctica Ltd.,526715,ANTGRAPHIC,INE414B01021,Services,Publishing,2022-06-16,1.1,0,,,16.28,19.8
Antariksh Industries Ltd.,501270,,INE825M01017,Financial,Misc. Fin.services,2022-04-04,1.34,4.69,1.22,1.34,0.03,0.01
Antony Waste Handling Cell Ltd.,543254,AWHCL,INE01BK01022,Services,Misc.Other Services,2022-06-16,272.85,-2.83,234,455.15,771.53,815.39
Anubhav Infrastructure Ltd.,538833,,INE891N01017,Construction,Construction,2022-06-13,2.54,-4.87,2.5,6.45,5.44,-61.95
Anuh Pharma Ltd.,506260,,INE489G01022,Healthcare,Drugs & Pharma,2022-06-16,89.3,-0.89,84.6,154.9,448.5,434
Anupam Finserv Ltd.,530109,,INE069B01023,Financial,Misc. Fin.services,2022-06-16,2.25,-6.25,0.66,4.15,24.98,32.03
Anupam Rasayan India Ltd.,543275,ANURAS,INE930P01018,Chemicals,Speciality Chemicals,2022-06-16,588.15,-2.06,582,"1,107.55","5,861.07","6,109.15"
Anuroop Packaging Ltd.,542865,,INE490Z01012,Materials,Packaging & Containers,2022-06-16,22,-1.35,8.95,24.5,23.46,26.26
Apar Industries Ltd.,532259,APARINDS,INE372A01015,Diversified,Diversified,2022-06-16,855.35,-3.62,501.35,936,"3,281.53","3,379.53"
Apcotex Industries Ltd.,523694,APCOTEXIND,INE116A01032,Materials,Rubber & Rubber Products,2022-06-16,580.5,-3.3,286.55,679,"2,998.45","3,144.12"
Apex Frozen Foods Ltd.,540692,APEX,INE346W01013,Consumer Staples,Aquaculture,2022-06-16,251.55,-2.61,236,435.2,775,964.43
Aplab Ltd.,517096,APLAB,INE273A01015,Capital Goods,Electronic Equipment,2022-06-16,20.5,-4.87,15.5,31.2,20.6,90.63
APL Apollo Tubes Ltd.,533758,APLAPOLLO,INE702C01027,Metals & Mining,Steel Tubes & Pipes,2022-06-16,892.45,-3.88,718.08,"1,114.55","22,353.80","23,354.64"
Aplaya Creations Ltd.,511064,,INE099M01027,Services,Education,2022-02-28,0.4,2.56,0.13,0.4,5.75,3.34
APM Finvest Ltd.,542774,,INE08KJ01012,Financial,Investment Services,2022-06-16,91.9,-2.34,28.3,98.8,201.96,203.09
APM Industries Ltd.,523537,,INE170D01025,Textiles,Synthetic Yarn,2022-06-16,40.8,-1.81,25.2,54.85,87.53,120.73
Apollo Finvest (India) Ltd.,512437,,INE412D01013,Financial,Equipment Leasing,2022-06-16,593.05,-6.43,362,981,229.47,205.37
Apollo Hospitals Enterprise Ltd.,508869,APOLLOHOSP,INE437A01024,Healthcare,Health Services,2022-06-16,"3,663.65",-1.59,"3,141.75","5,935.40","52,795.57","54,666.79"
Apollo Micro Systems Ltd.,540879,APOLLO,INE713T01010,Capital Goods,Defence & Aerospace,2022-06-16,117.25,-3.7,98.7,190.9,243.98,357
Apollo Pipes Ltd.,531761,APOLLOPIPE,INE126J01016,Materials,Plastic Tubes & Pipes,2022-06-16,438.3,-3.25,312.35,680.05,"1,718.45","1,770.62"
Apollo Sindoori Hotels Ltd.,,APOLSINHOT,INE451F01024,Services,Hotels,2022-06-16,620.3,0.32,,,162.46,147.43
Apollo Tricoat Tubes Ltd.,538566,,INE919P01029,Metals & Mining,Steel Tubes & Pipes,2022-06-16,811.15,-4.73,661,999.9,"4,912.94","5,229.05"
Apollo Tyres Ltd.,500877,APOLLOTYRE,INE438A01022,Automobile,Tyres & Tubes,2022-06-16,176.2,-5.32,165.85,250,"11,247.64","15,991.67"
Apoorva Leasing Finance And Investment Company Ltd.,539545,,INE217S01014,Financial,Investment Services,2022-06-16,41,0,13.8,59.25,81.9,63.36
Aptech Ltd.,532475,APTECHT,INE266F01018,Technology,Software,2022-06-16,207.7,-5.48,205,448,854.25,884.86
Aptus Value Housing Finance India Ltd.,543335,APTUS,INE852O01025,Financial,Housing Finance,2022-06-16,225,-2.83,221.25,394.95,"11,240.29","13,521.08"
Arambhan Hospitality Services Ltd.,539403,,INE800S01017,Consumer Staples,Food Processing,2022-03-04,3.96,0,2.3,5.71,1.98,17.53
Aravali Securities & Finance Ltd.,512344,ARAVALISEC,INE068C01015,Financial,Investment Services,2022-06-16,6.45,-0.62,2.03,11.03,9.7,16.92
Arcee Industries Ltd.,520121,,INE276D01012,Materials,Plastic Tubes & Pipes,2022-06-16,8.89,2.18,6,13.74,4.47,5.4
ARC Finance Ltd.,540135,,INE202R01026,Financial,Misc. Fin.services,2022-06-16,1.25,3.31,0.46,6.71,62.61,59.99
Archana Software Ltd.,530565,SSLFINANCE,INE149B01015,Technology,Software,2022-06-16,2.71,-4.91,2.2,5.33,1.64,1.68
Archidply Decor Ltd.,543231,ADL,INE0CHO01012,Materials,Wood,2022-06-16,61.45,0.66,31.8,64.25,35.07,52.12
Archidply Industries Ltd.,532994,ARCHIDPLY,INE877I01016,Materials,Wood,2022-06-16,47.8,-5.72,28.25,61.55,95.95,155.14
Archies Ltd.,532212,ARCHIES,INE731A01020,Services,Retailing,2022-06-16,15.25,-4.98,15.25,30,51.01,70.53
Archit Organosys Ltd.,524640,,INE078I01011,Chemicals,Organic Chemicals,2022-06-16,41.25,-3.17,34.1,54.8,86.19,113.48
Arcotech Ltd.,532914,ARCOTECH,INE574I01035,Capital Goods,Machine Tools,2021-08-30,2.2,4.76,1.4,3.2,24.57,488.97
Arex Industries Ltd.,526851,,INE480H01011,Textiles,Woollen Textiles,2022-06-09,131.75,-4.46,62,181.45,52.16,82.82
Arfin India Ltd.,539151,,INE784R01015,Metals & Mining,Non-Ferrous Metal,2022-06-16,152,-3.58,54.05,240,243.15,358.08
Aries Agro Ltd.,532935,ARIES,INE298I01015,Chemicals,Other Fertilisers,2022-06-16,117.7,-3.41,116.3,193.9,153.19,288.9
Arihant Capital Markets Ltd.,511605,ARIHANTCAP,INE420B01036,Financial,Brokerage Services,2022-06-16,77.25,-4.98,22.25,99,808.44,800.5
Arihant Foundations & Housing Ltd.,531381,ARIHANT,INE413D01011,Construction,Real Estate,2022-06-16,27,-6.57,16.4,67.3,23.26,353.79
Arihant Institute Ltd.,541401,,INE997Z01016,Services,Education,2021-12-13,1.56,4.7,1.34,2.71,1.47,1.56
Arihant's Securities Ltd.,531017,,INE190D01015,Financial,Misc. Fin.services,2022-06-16,9.65,4.89,6.5,16.7,4.83,-0.67
Arihant Superstructures Ltd.,506194,ARIHANTSUP,INE643K01018,Construction,Real Estate,2022-06-16,106.25,-3.54,85,206,454.61,736.04
Arihant Tournesol Ltd.,526125,,INE00HZ01011,Services,Trading,2022-06-16,12.16,0,5.25,23.74,12.04,12.13
Aris International Ltd.,531677,,INE588E01026,Automobile,Auto Ancillaries,2022-05-27,20.9,4.76,18.1,20.9,0.97,1.24
Arman Financial Services Ltd.,531179,ARMANFIN,INE109C01017,Financial,Hire Purchase,2022-06-16,"1,068.30",-2.03,605.6,"1,275.15",891.23,"1,484.10"
Arman Holdings Ltd.,538556,,INE510P01018,Diversified,Diversified,2022-06-10,29.45,4.99,28.05,51.9,15.34,15.33
Arnold Holdings Ltd.,537069,,INE185K01036,Financial,Misc. Fin.services,2022-06-16,10.9,-1.8,9.4,21.8,32.87,33.08
Aro Granite Industries Ltd.,513729,AROGRANITE,INE210C01013,Materials,Granite & Stones,2022-06-16,39.25,-5.08,38.5,87.4,59.59,221.23
Aroma Enterprises (India) Ltd.,531560,,INE371M01012,Financial,Misc. Fin.services,2022-06-16,20.85,-4.79,14.25,25.45,9.93,15.72
Arrow Greentech Ltd.,516064,ARROWGREEN,INE570D01018,Materials,Other Plastic Products,2022-06-16,85.85,-4.08,84.3,183,123.97,109.33
Arshiya Ltd.,506074,ARSHIYA,INE968D01022,Services,Logistics,2022-06-16,15.7,-10.29,15.55,47.4,413.08,"2,234.67"
ARSS Infrastructure Projects Ltd.,533163,ARSSINFRA,INE267I01010,Construction,Construction,2022-06-16,22.5,-3.64,22.3,52.15,50.48,"1,637.31"
Artefact Projects Ltd.,531297,,INE885B01014,Construction,Construction,2022-06-16,46.3,-10.79,33.55,88,34.92,48
Artemis Electricals Ltd.,542670,,INE757T01017,Capital Goods,Electronic Equipment,2022-06-16,48,4.23,43,69.7,117.99,124.16
Artemis Medicare Services Ltd.,542919,ARTEMISMED,INE025R01021,Healthcare,Health Services,2022-06-16,41.1,-2.26,29.2,51.15,551.23,654.13
Art Nirman Ltd.,,ARTNIRMAN,INE738V01013,Construction,Real Estate,2022-06-16,63.3,-2.99,,,160.22,166.7
Artson Engineering Ltd.,522134,ARTSONENGG,INE133D01023,Capital Goods,Industrial Machinery,2022-06-16,80.45,-4.96,45.8,150.9,297.02,363.74
Aruna Hotels Ltd.,500016,ARUNASUGAR,INE957C01019,Services,Hotels,2022-06-16,11.59,-2.85,6.63,20,38.44,151.51
Arunis Abode Ltd.,526935,,INE377D01018,Financial,Hire Purchase,2022-06-16,30.95,-0.16,18.7,37.55,9.29,7.99
Arunjyoti Bio Ventures Ltd.,530881,,INE485K01014,Financial,Hire Purchase,2022-06-14,20,0,10,34.55,4.14,3.33
Arvee Laboratories (India) Ltd.,,ARVEE,INE006Z01016,Healthcare,Drugs & Pharma,2022-06-16,81,-3.69,,,89.26,92.92
Arvind Fashions Ltd.,542484,ARVINDFASN,INE955V01021,Textiles,Textile Processing,2022-06-16,243.85,-4.05,132.55,364.4,"3,212.85","4,299.46"
Arvind Ltd.,500101,ARVIND,INE034A01011,Textiles,Cloth,2022-06-16,89.3,-4.29,77.7,158.75,"2,337.09","4,380.28"
Arvind Smartspaces Ltd.,539301,ARVSMART,INE034S01021,Construction,Real Estate,2022-06-16,153.9,-5,101.35,258.1,659.22,844.58
Aryaman Capital Markets Ltd.,538716,,INE229R01011,Financial,Investment Services,2022-06-14,41.5,19.94,22.75,41.5,49.71,65.15
Aryaman Financial Services Ltd.,530245,,INE032E01017,Financial,Hire Purchase,2022-06-16,51.1,-10.35,40,85,61.91,75.13
Aryan Share And Stock Brokers Ltd.,542176,,INE016X01010,Financial,Brokerage Services,2022-05-11,6.28,-4.99,6,6.61,1.88,-0.7
Aryavan Enterprise Ltd.,539455,,INE360S01012,Metals & Mining,Other Metal Products,2022-06-15,9.36,-4.97,8.87,19.65,3.6,3.94
Asahi India Glass Ltd.,515030,ASAHIINDIA,INE439A01020,Materials,Glass & Glassware,2022-06-16,427.8,-3.74,311,612.9,"10,409.11","12,261.38"
Asahi Industries Ltd.,514482,,INE745I01015,Textiles,Cotton & Blended Yarn,2022-05-31,5.37,4.88,2.93,5.37,35.68,104.85
Asahi Songwon Colors Ltd.,532853,ASAHISONG,INE228I01012,Chemicals,Dyes & Pigments,2022-06-16,260.65,-2.12,230.35,447,313.85,368.85
Ascensive Educare Ltd.,543443,,INE0E4I01019,Services,Education,2022-06-16,21,-8.7,14,31.55,6.74,11.33
Ascom Leasing & Investments Ltd.,,ASCOM,INE08KD01015,Financial,Misc. Fin.services,2022-06-16,83,4.93,,,64.82,65.49
Ashapura Minechem Ltd.,527001,ASHAPURMIN,INE348A01023,Metals & Mining,Minerals,2022-06-16,96.25,-5.03,88.4,175.25,882.84,"1,545.25"
Ashapuri Gold Ornament Ltd.,542579,,INE05FR01011,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,44.95,-2.92,35.2,100.85,110.12,112.83
Ashari Agencies Ltd.,540024,,INE361S01010,Financial,Investment Services,2021-12-13,2.07,-4.61,2.07,7.6,1.78,1.76
Ashiana Agro Industries Ltd.,519174,,INE709D01012,Consumer Staples,Vegetable oils,2022-06-16,6.98,0,6.18,18.55,3.21,2.45
Ashiana Housing Ltd.,523716,ASHIANA,INE365D01021,Construction,Real Estate,2022-06-16,120.35,0,117.95,209.95,"1,222.08","1,050.03"
Ashiana Ispat Ltd.,513401,,INE587D01012,Metals & Mining,Finished Steel,2022-06-16,20.55,-1.91,12.7,27.8,17.2,101.06
Ashika Credit Capital Ltd.,590122,,INE094B01013,Financial,Misc. Fin.services,2022-06-16,35.95,0.56,30.2,56,41.7,39.93
Ashima Ltd.,514286,ASHIMASYN,INE440A01010,Textiles,Cloth,2022-06-16,12,-4.76,10.85,23.4,228.27,210.7
Ashirwad Capital Ltd.,512247,,INE894A01026,Financial,Investment Services,2022-06-16,5.9,0.51,4.05,14.31,23.56,22.7
Ashirwad Steels & Industries Ltd.,526847,,INE338C01012,Metals & Mining,Steel Tubes & Pipes,2022-06-16,16.3,-1.51,8.6,22.25,20.5,17.72
Ashish Polyplast Ltd.,530429,,INE831C01016,Materials,Plastic Tubes & Pipes,2022-06-16,26.45,0.19,9.78,78.95,8.83,9.31
Ashnisha Industries Ltd.,541702,,INE694W01016,Metals & Mining,Other Metal Products,2022-06-13,16.6,-4.87,4.47,20.3,5.01,-6.64
Ashnoor Textile Mills Ltd.,507872,,INE372I01018,Textiles,Misc.Textiles,2022-06-16,45,-1.42,18.9,110.25,57.29,115.26
Ashoka Buildcon Ltd.,533271,ASHOKA,INE442H01029,Construction,Construction,2022-06-16,76.15,-3.24,69,125,"2,143.32","8,278.13"
Ashok Alco-Chem Ltd.,524594,ASHOKALCO,INE994D01010,Chemicals,Organic Chemicals,2022-06-16,69.95,2.57,65,119,30.73,26.79
Ashoka Metcast Ltd.,540923,,INE760Y01011,Services,Trading,2022-06-16,8.1,-9.5,3.13,11.1,14.21,38.79
Ashoka Refineries Ltd.,526983,,INE760M01016,Consumer Staples,Vegetable oils,2022-05-31,9.7,0,4.12,18.08,3.3,3.41
Ashok Leyland Ltd.,500477,ASHOKLEY,INE208A01029,Automobile,Commercial Vehicles,2022-06-16,129.9,-3.46,93.2,153.5,"38,176.53","61,364.58"
Ashram Online.Com Ltd.,526187,TATIASKYLN,INE293C01019,Healthcare,Health Services,2022-06-16,4.76,-4.61,3.7,10.08,5.71,5.92
Asia Capital Ltd.,538777,,INE131Q01011,Financial,Misc. Fin.services,2022-03-07,16.55,3.94,16.55,16.55,5.12,5.52
Asian Energy Services Ltd.,530355,ASIANENE,INE276G01015,Financial,Brokerage Services,2022-06-16,89.75,-2.18,82.55,178.65,342.86,327.92
Asian Granito India Ltd.,532888,ASIANTILES,INE022I01019,Materials,Ceramic tiles,2022-06-16,42.2,-3.43,41.05,131.86,537.4,799.55
Asian Hotels (East) Ltd.,533227,AHLEAST,INE926K01017,Services,Hotels,2022-06-16,216.9,-1.57,155.15,291.75,248.6,264.11
Asian Hotels (North) Ltd.,500023,ASIANHOTNR,INE363A01022,Services,Hotels,2022-06-16,79.55,-0.31,69,105,152.51,"1,418.84"
Asian Hotels (West) Ltd.,533221,AHLWEST,INE915K01010,Services,Hotels,2022-06-13,146.5,-4.99,143.5,319.4,180.59,875.06
Asian Paints Ltd.,500820,ASIANPAINT,INE021A01026,Materials,Paints & Varnishes,2022-06-16,"2,657.45",-0.14,"2,585.00","3,590.00","2,54,854.06","2,52,939.59"
Asian Petroproducts & Exports Ltd.,524434,,INE810M01019,Chemicals,Organic Chemicals,2022-06-16,21.7,-4.82,3.52,93.35,16.7,23.14
Asian Star Company Ltd.,531847,,INE194D01017,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,775,-5.13,698,"1,086.05","1,307.68","1,488.85"
Asian Tea & Exports Ltd.,519532,,INE822B01017,Consumer Staples,Other Agriculture Products,2022-06-16,15.25,0.33,13.47,34.75,30.1,60.91
Asia Pack Ltd.,530899,,INE784M01016,Textiles,Misc.Textiles,2022-06-13,18.25,0,16,30.3,4.81,4.74
ASI Industries Ltd.,502015,ASOCSTONE,INE443A01030,Materials,Granite & Stones,2022-06-16,12.71,-2.23,12.7,33.45,119.35,402.13
Asit C Mehta Financial Services Ltd.,530723,,INE041B01014,Financial,Misc. Fin.services,2022-06-16,57.5,-2.79,49.25,299.95,28.23,74.9
